k,noisy,prediction,overlap_mean,overlap_median
1,20.172746034840145,26.760596496462913,26.75496073701941,26.75496073701941
2,20.19226576530471,26.7120761517171,27.181448758715938,26.040907504765656
3,20.193258990270145,26.737701878018232,27.272931483742756,27.159180506715046
4,20.148414640811243,26.802313864550715,27.355746928060714,26.70898794266325
5,20.131431740772882,26.799275755188283,27.418490206418475,27.31619225899758
6,20.18546511787838,26.640041566425165,27.63083386272735,27.181741883719095
7,20.15722833069008,26.720104871531476,27.620202851960507,27.56877478867398
8,20.209484201687697,26.80567565909837,27.5947111280008,27.222386699193084
9,20.192553511284615,26.8185192028134,27.586037957649484,27.53125332358141
10,20.11971497687619,26.75544437622031,27.572553505328923,27.295523847304572
11,20.172442982947956,26.839511614572302,27.581234074962452,27.522314204461786
12,20.169058673536124,26.811943388744737,27.56954625182139,27.31941253373199
13,20.187904554579813,26.724630815228352,27.575045211921477,27.53927706571018
14,20.247773667390987,26.82189765643936,27.680566715871663,27.449173547564996
15,20.162341123563845,26.66690958298339,27.553957286105465,27.48893204509679
16,20.14524995326571,26.761281840600383,27.73429039895006,27.544264329242196
17,20.166603740275622,26.675072505259806,27.503527822782587,27.468939595720954
18,20.183862619184648,26.835918379477306,27.760802335825797,27.588803704117634
19,20.175857412996343,26.594858598682496,27.70553097808091,27.674890456377224
20,20.21994996051013,26.722192287003015,27.727128332619376,27.602894074726606
21,20.186204872616756,26.72274675118493,27.5905815972417,27.55443860374324
22,20.168244461521866,26.826099935070463,27.679851693356326,27.541276395805106
23,20.20005981741233,26.80632068284258,27.73203334141993,27.68989943929775
24,20.14579175537657,26.67769347025466,27.702428427346803,27.58284892427376
25,20.238010203430562,26.853907461477895,27.672195916817493,27.64310456222942
26,20.177086435546453,26.83835665726707,27.583730413198452,27.475013790755153
27,20.143434232401827,26.713882084560012,27.66771429443271,27.64970862843018
28,20.164826724161628,26.574956801290423,27.69296996393838,27.59585925678929
29,20.188107060194337,26.800805070371858,27.644325879745182,27.624360205790556
30,20.156791696163122,26.789502889371803,27.714742156377532,27.615280091153434
