k,noisy,prediction,overlap_mean,overlap_median
1,0.21217441701517392,0.7734361191733855,0.7690550083381732,0.7690550083381732
2,0.21359570350188228,0.7764451266335788,0.7938095392129002,0.7811837912799254
3,0.21177013784704898,0.7735531705216931,0.8035950586464515,0.7954127370193947
4,0.21271708473127587,0.7724687537621807,0.8074600372499441,0.7997313315973614
5,0.21294263271987343,0.7770697766108257,0.8108623051005643,0.8034483588985989
6,0.21226150996383317,0.7765635827422984,0.8144348304895951,0.8072781631089216
7,0.21117943787435328,0.7716116951055608,0.8096273534995043,0.8040919194434737
8,0.21245744495834679,0.7753765252634398,0.8117988348020195,0.805940369587265
9,0.21220364370823558,0.7730521139557003,0.81308875185928,0.8074337339843385
10,0.21203880587719567,0.7758935974496037,0.8146185158252898,0.8092450498931718
11,0.21394721498452265,0.775211868504335,0.8157437706899543,0.810452690243023
12,0.21132292387121587,0.7754175751142737,0.8147947679671933,0.8093845527520281
13,0.21336724943581276,0.7721603064116093,0.8192469548140872,0.8146214792993962
14,0.21415727138591373,0.7739423475808672,0.8164403843868858,0.8114459787871776
15,0.21456877939144456,0.7709594280251213,0.8179336609203862,0.8131390200694478
16,0.21330874471368408,0.7728272133649329,0.8177367137823945,0.8132870877523042
17,0.21287378957582387,0.7746253262446319,0.8185701206648739,0.8143357506927189
18,0.2137552886970421,0.7736646681669069,0.8166271793865414,0.8123293820623629
19,0.21174104384783113,0.7738231100855848,0.8177535811790052,0.8138389662405444
20,0.21199723705014242,0.7755427759267044,0.816843482788078,0.8127829769644044
21,0.2130588563729946,0.7737000075148772,0.8192834408068929,0.8153317910043578
22,0.21185224767057606,0.7719860599349808,0.8188111541797389,0.8151440006841688
23,0.21209339350307904,0.7722402774768548,0.8191855829058519,0.8150807165975559
24,0.21269075587108593,0.7733454736199885,0.8190634033524459,0.8153574386072144
25,0.21275200636897937,0.7736973365016322,0.8182385478639166,0.8143870039817358
26,0.21348173681526364,0.7741544195290074,0.8211185019984893,0.8175953408110862
27,0.21301573083201172,0.7748989994479706,0.8227017197451224,0.8191693620520639
28,0.213402135151133,0.7740598816755566,0.8177928965651642,0.8140877831039847
29,0.2125180150227119,0.7734066534990895,0.8173795951577071,0.8138226336399343
30,0.21137405002104476,0.7728561804717251,0.8171306084877766,0.8136278190919977
