k,noisy,prediction,overlap_mean,overlap_median
1,0.31491149533980267,0.6906680224145861,0.6849973599145077,0.6849973599145077
2,0.31341185524625925,0.6922970991779291,0.7071899676429965,0.6935192683893999
3,0.31377870196620095,0.6853226161956835,0.7167919722692023,0.7093053956783555
4,0.31260047625635007,0.6847784246398593,0.7199448987928639,0.7113276862382645
5,0.31197994373658683,0.6826555746102556,0.720974154357147,0.7150611321357313
6,0.31645783010167194,0.6856840851692285,0.7248221938680641,0.7171855906634451
7,0.3132566750298753,0.6829931388082887,0.7278734337608355,0.7209776181492328
8,0.3147587978741011,0.6904719457012163,0.7266651920689889,0.7196801025324987
9,0.3143168298739331,0.6871170010621109,0.7259867228979475,0.7210806668530791
10,0.3165256224414219,0.6849737349852666,0.7284458783743959,0.7222186928959237
11,0.31353846287027315,0.6887608059543698,0.7294375694214648,0.7225543404322192
12,0.3151663687584795,0.6854864119282829,0.7292494773582043,0.7232309593555986
13,0.3139528288441341,0.6852136102709367,0.7272434144537993,0.7217908040974576
14,0.3150632927648718,0.6862626359595717,0.7295597834410027,0.7242424692292749
15,0.31328160985582604,0.685433281868852,0.7289824129979096,0.7242499457351593
16,0.31642327945118437,0.686660038352379,0.7298575958357654,0.7241035044308577
17,0.3133552296986789,0.6863474957582097,0.7265748675166862,0.7217507510403421
18,0.3130982975868667,0.6863470305780729,0.7256298476328424,0.7206866093486534
19,0.31596034998907324,0.6849661068685163,0.7312352785012798,0.7260696643701853
20,0.3164689485234607,0.6855049746328737,0.7319573142819905,0.7264056853424278
21,0.31479098475314243,0.6864454383060741,0.7302002040167772,0.7249158093569874
22,0.31787332000259527,0.6862071642283204,0.7335681186121961,0.7291359219685647
23,0.3176872284712672,0.6864023024860494,0.7314113690749106,0.7266481528102919
24,0.3154310373064861,0.6831965175365043,0.7319635223667497,0.7271629663758066
25,0.3169731147627753,0.6873698945809451,0.731643079923302,0.727084018608079
26,0.31530363091381236,0.6842858723912363,0.731185804010814,0.7266724565151359
27,0.31455943643868667,0.6861849220010342,0.7284740925203049,0.7239034912657505
28,0.31405107147937,0.6856731101635581,0.7325035141869665,0.7276743420819535
29,0.3172709806605404,0.68790165656753,0.7340569383355946,0.7297043271167255
30,0.3151174066488885,0.6935817302626788,0.7306411163114884,0.7260248663264269
