k,noisy,prediction,overlap_mean,overlap_median
1,20.172551526510855,20.62985534862895,20.68884135329572,20.68884135329572
2,20.172551526510855,20.62985534862895,20.84262826775855,20.012620859414568
3,20.172551526510855,20.62985534862895,20.888409718537126,20.838641583500397
4,20.172551526510855,20.62985534862895,20.91360935012551,20.46658398524716
5,20.172551526510855,20.62985534862895,20.92569499856924,20.89625019592727
6,20.172551526510855,20.62985534862895,20.943570475811622,20.633498896819376
7,20.172551526510855,20.62985534862895,20.950953119538447,20.928254004482817
8,20.172551526510855,20.62985534862895,20.954361779010632,20.719514268898145
9,20.172551526510855,20.62985534862895,20.95776781993652,20.935562498080344
10,20.172551526510855,20.62985534862895,20.962064900421716,20.77301223405357
11,20.172551526510855,20.62985534862895,20.966109585217655,20.951159598553375
12,20.172551526510855,20.62985534862895,20.966136468428026,20.80794752176193
13,20.172551526510855,20.62985534862895,20.970147497868652,20.963541061959198
14,20.172551526510855,20.62985534862895,20.972258652596857,20.836851262232706
15,20.172551526510855,20.62985534862895,20.970347762065717,20.958918156120355
16,20.172551526510855,20.62985534862895,20.969905373439175,20.84451686136329
17,20.172551526510855,20.62985534862895,20.971340585463466,20.958578001493343
18,20.172551526510855,20.62985534862895,20.973489162547562,20.859835543830705
19,20.172551526510855,20.62985534862895,20.9735103808175,20.960860683809464
20,20.172551526510855,20.62985534862895,20.97358046170357,20.87347316542097
21,20.172551526510855,20.62985534862895,20.973524498272855,20.962928041096134
22,20.172551526510855,20.62985534862895,20.976182644766777,20.884725650716476
23,20.172551526510855,20.62985534862895,20.976576644289047,20.965393233888324
24,20.172551526510855,20.62985534862895,20.97546945714604,20.891987210766768
25,20.172551526510855,20.62985534862895,20.976511335289242,20.96613779354067
26,20.172551526510855,20.62985534862895,20.9799851635665,20.900984555008133
27,20.172551526510855,20.62985534862895,20.980749790289103,20.971241455589148
28,20.172551526510855,20.62985534862895,20.981656790605467,20.90764547556293
29,20.172551526510855,20.62985534862895,20.98193373010966,20.971779008193195
30,20.172551526510855,20.62985534862895,20.98371293853249,20.916600739092743
