k,noisy,prediction,overlap_mean,overlap_median
1,20.19508463839855,23.04843041731514,22.995617697509374,22.995617697509374
2,20.17085074940884,23.156223456851567,23.195483808528632,22.36752313065122
3,20.20005981741233,22.99681673466711,23.41601879682556,23.357104340263124
4,20.144794090888954,23.096675313289555,23.406268053977865,22.96988822394285
5,20.21511233701223,23.05707345113715,23.396493231972038,23.338556201148045
6,20.1746783961876,23.048176274157445,23.411315141479307,23.11983603282094
7,20.149613425939634,23.144824238592335,23.457350546869513,23.41506835986546
8,20.156088694786366,22.98254828585662,23.47570739115131,23.235149358006126
9,20.196018220641577,23.013731856568725,23.410040889010993,23.394992671658574
10,20.11213061429032,23.017005578836525,23.46039117389426,23.28297513163673
11,20.15921910012949,23.056850588932477,23.471789074255412,23.442348992753615
12,20.208837850580572,22.955317985659214,23.4461478705315,23.30407834614071
13,20.166748831158404,23.068104216321007,23.40753038796832,23.393036789221917
14,20.145613314534586,22.962757931803182,23.533744465536213,23.389870765944508
15,20.17809014312631,22.94087112872179,23.536819805588,23.51088745297034
16,20.137750572193262,23.06717829940858,23.472881810283447,23.35468557340636
17,20.16574248845697,23.06645088578105,23.454984442146905,23.441469312232442
18,20.200225388334584,23.007523149199617,23.450490500735953,23.352415024543113
19,20.16154312165046,23.070949451551442,23.48257282489735,23.456909727610217
20,20.203964078714964,22.991914858243085,23.4721254854703,23.365212074734064
21,20.191334773290105,23.065501049709898,23.45315234219763,23.434257047078283
22,20.126470004774987,22.923139076151863,23.529641248910345,23.433861026886763
23,20.181918273880378,23.04969010628424,23.431476902216303,23.422250026672103
24,20.20633575075477,23.000209180186303,23.531385305814773,23.440235157439947
25,20.20735028397339,22.97144406391109,23.522066810320496,23.50792277269481
26,20.16843036754681,23.076633129608712,23.461007412336375,23.384053122263012
27,20.188355635935263,22.929042406015277,23.46589705620095,23.45050528579639
28,20.16390123928206,23.027197678578016,23.510070685250568,23.433654615758886
29,20.154430426811697,23.06118726690309,23.493664584049775,23.471866694626193
30,20.155270616923072,22.920741839862956,23.53878981170585,23.467452665976122
