k,noisy,prediction,overlap_mean,overlap_median
1,20.200910635233868,18.687512897250457,18.62529357794753,18.62529357794753
2,20.137586312607777,18.669350370783675,18.769983405396417,18.214341088974003
3,20.19226576530471,18.68097830035987,18.842085478870356,18.82022343508214
4,20.15646158421631,18.674127501644495,18.84682959449295,18.554685685738107
5,20.15306991908996,18.70584679191304,18.796082048133663,18.777052045978152
6,20.14002061120731,18.669697798900785,18.839383807204584,18.64504486687896
7,20.135405312558706,18.662726312745498,18.848537340256573,18.82571070005489
8,20.15050042773141,18.65230815274026,18.86553212283583,18.706854479112366
9,20.15722833069008,18.662063026374526,18.827052412553673,18.80946574408181
10,20.16190617708537,18.625520772609107,18.83850413079919,18.71961700955867
11,20.151791803786132,18.663608432287162,18.851256325689178,18.834020906584342
12,20.16433087712072,18.62057485770215,18.87850096169098,18.77582037651252
13,20.1530557567828,18.64032669009347,18.88738118849876,18.877227299708437
14,20.20103279376814,18.702628039385395,18.856483030294008,18.762935362400363
15,20.169058673536128,18.66735861176283,18.911497905751244,18.90676801114004
16,20.14368535021208,18.69086014550309,18.86770884015919,18.797561127948264
17,20.212026054442084,18.644703599937888,18.87184486045068,18.866433430371423
18,20.170178787055644,18.729864390937323,18.83808514368329,18.773126149659095
19,20.178892622291066,18.708449266914084,18.90786647837746,18.89925480050121
20,20.173554562602952,18.64852117226735,18.91021610074368,18.847337431522636
21,20.166603740275622,18.65642610579411,18.87238230733542,18.861367545164327
22,20.196350934534838,18.726974516752307,18.911849333261948,18.857885429493187
23,20.17085074940884,18.674653294222043,18.877118946891805,18.871035628912153
24,20.17169692042645,18.638968021400334,18.894974004927178,18.838776523810527
25,20.16733877278138,18.72277550081965,18.887970349198177,18.88122222959887
26,20.172647291193975,18.726409195914158,18.85974938753606,18.811057070114703
27,20.168244461521866,18.692519845104098,18.871023769292957,18.867049481294412
28,20.19493911315971,18.704138149569552,18.856134038658144,18.808876870143646
29,20.165891593801287,18.6925464364088,18.86178335915689,18.854918349164787
30,20.181279203786097,18.681878205406793,18.87535818036895,18.82986984132271
