k,noisy,prediction,overlap_mean,overlap_median
1,0.22587847819189222,0.8241693238084209,0.8238470556273221,0.8238470556273221
2,0.22791394202279844,0.8224267644159821,0.8500534511532831,0.8354301093009955
3,0.22685616187087865,0.822103307026992,0.862547434224779,0.8546258078733633
4,0.22859899635891376,0.8197534414172744,0.8655219258334637,0.8569409269233512
5,0.22621283385598182,0.8220489539039642,0.8663216114567689,0.8599898227317695
6,0.2258179067880886,0.8191088860478407,0.8675861673474496,0.8618325807871182
7,0.22719418091733806,0.8254956100329593,0.8746946327865627,0.8694117459479993
8,0.22716673846703528,0.8224758685737692,0.8733912579521862,0.8689065728734405
9,0.22687651936617667,0.8252672685245963,0.875125767367958,0.8711406299030611
10,0.22715993038252277,0.8274928758526261,0.8775253097442545,0.8737586457146662
11,0.22898568314753862,0.8242151630164343,0.8800909278800931,0.8774357261712895
12,0.22571601219253204,0.820449439528845,0.8772461714888655,0.8736909084313108
13,0.22675697445959087,0.8215716956094334,0.8775020803040732,0.8747361152490724
14,0.22709281473134527,0.824624291139381,0.8792326842501428,0.8764368225302706
15,0.22811655877933926,0.8275574444876964,0.8777873057002092,0.8754912068565487
16,0.2278388040477992,0.8263783135263332,0.8792658275122025,0.8764235587468717
17,0.2262481737880006,0.8201465734790133,0.8802188974557923,0.8781390657330854
18,0.22881741456980506,0.8248565142897961,0.8812699207933121,0.8787604755457245
19,0.2255606169206138,0.8240434028381939,0.8800523966294589,0.8783442225798594
20,0.22595798696311414,0.8254572614496277,0.8769586633016613,0.8749749186121009
21,0.2270794980860688,0.8255757029583757,0.8802693702626936,0.8786512251717912
22,0.22717122431263,0.8233831526012789,0.8823264380811298,0.880293308367919
23,0.2261022839180391,0.8273601277599629,0.8814037021437746,0.8797814270746217
24,0.2285415593064668,0.8251866735782493,0.881241700527188,0.8793720569017511
25,0.22766414147714698,0.8221024307270532,0.8800981122217169,0.8786606389880751
26,0.22774620937886245,0.823582735956861,0.8800155585540382,0.8783528965263966
27,0.22671769636146774,0.8283538374831003,0.8814991375015568,0.880193963644245
28,0.22513160256202247,0.8260492571642487,0.8773946848595,0.8757005825215807
29,0.22683576097033423,0.824401023031383,0.8820590869038449,0.8808286213090326
30,0.2264668977512899,0.8228977909798242,0.8811041085277689,0.879674412275428
