k,noisy,prediction,overlap_mean,overlap_median
1,20.179004700840707,18.600160995408256,18.645934592903664,18.645934592903664
2,20.178892622291066,18.644176356622474,18.670031739224196,18.037344408907494
3,20.175857412996343,18.603845197176454,18.687796363059427,18.686361525223393
4,20.190924185930413,18.68567878331222,18.711303072701664,18.375019916338616
5,20.183938738142086,18.60858618757446,18.745043956891863,18.723244281889084
6,20.156791696163122,18.6197947283714,18.733760731943768,18.51066606892359
7,20.182773529093478,18.617269441101442,18.735824959394158,18.72740229819826
8,20.144123653493953,18.599092452969636,18.748426956852676,18.571800686377983
9,20.154247125182756,18.64846662072179,18.73709525414863,18.73097840198776
10,20.156088694786366,18.568101408474767,18.718480813390126,18.574042362491326
11,20.22856772264296,18.662758150897176,18.76597031368451,18.760585016284523
12,20.16715286190131,18.54219773246557,18.737467779498143,18.619035941259796
13,20.118336354908397,18.580484620660975,18.745961331912685,18.750354144019465
14,20.198950449747972,18.60600133214858,18.821196162730622,18.71880077994222
15,20.16731699987045,18.603027365401633,18.732908202874846,18.729099001877206
16,20.17318409164052,18.60998213637773,18.764771456451328,18.677164805621366
17,20.151206294506764,18.678072252775024,18.713150097670045,18.710380748568433
18,20.177389402298708,18.642584546123583,18.73321032461494,18.66233558709837
19,20.153841814000522,18.61869746028234,18.72390004893946,18.726628123541417
20,20.20560446229633,18.653890436915354,18.701775746355096,18.63140831994547
21,20.18670825003598,18.59045413090739,18.717660366630653,18.717216248824215
22,20.12815848135993,18.643417800531267,18.77460763593714,18.71574630595206
23,20.16154312165046,18.634808596464712,18.766161841085104,18.760250762681633
24,20.166606005108108,18.617599462278413,18.71970960980043,18.65693500585511
25,20.13945533451257,18.553813835616857,18.715581485858678,18.716340120532482
26,20.19701228050982,18.625667753581276,18.770992445045977,18.721755418571487
27,20.17860436780338,18.54448497636898,18.728441487099975,18.732010348245304
28,20.139733994667704,18.612288813708137,18.780882192370427,18.731249998897965
29,20.15531166878672,18.647054503114006,18.678686580991673,18.67684568271632
30,20.14577823447199,18.6589955699315,18.743022950817647,18.69588658021629
