k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,20.199332945496522,26.572363767619454,26.66712800773674,26.66712800773674,26.66712800773674
2,20.137741735960528,26.760596496462913,27.22984638138913,26.0829089094716,27.22984638138913
3,20.145437136566386,26.7120761517171,27.355624526778715,27.2129276013737,27.355624540723763
4,20.15032423318275,26.737701878018232,27.388767817439973,26.743521295633556,27.38876782108011
5,20.15306991908996,26.802313864550715,27.629531238974483,27.524305440093457,27.62953122453029
6,20.162467797567167,26.799275755188283,27.535756953432266,27.08976914792224,27.53575697276933
7,20.19873713408167,26.640041566425165,27.522771847087007,27.43938324608041,27.522771823809897
8,20.180292055890007,26.720104871531476,27.60062802760251,27.27537159271016,27.60062805840098
9,20.155454381074676,26.80567565909837,27.569259984725537,27.499894890722633,27.569259986240127
10,20.151791803786132,26.8185192028134,27.74151312883085,27.46004173558253,27.741513144204
11,20.185044868978995,26.75544437622031,27.5890386279435,27.522919888407703,27.589038625435
12,20.149720448558632,26.839511614572302,27.643145351575757,27.402688078093142,27.643145355782735
13,20.179004700840714,26.811943388744737,27.57129018231268,27.52289284875959,27.571290155892314
14,20.187794414524912,26.724630815228352,27.597960346369007,27.392923015584127,27.59796036518673
15,20.212026054442084,26.82189765643936,27.698675597265954,27.662491124552226,27.69867559859741
16,20.154021046672174,26.66690958298339,27.61213416114878,27.41893290551601,27.612134172773885
17,20.09327287898622,26.761281840600383,27.655898398195674,27.59128990080829,27.6558983943122
18,20.20118910751377,26.675072505259806,27.584369770097883,27.43302818185655,27.58436973333092
19,20.205024279385952,26.835918379477306,27.674291162467455,27.629921130348343,27.67429115090302
20,20.17085074940884,26.594858598682496,27.56375872599213,27.435996170845204,27.561562392442887
