k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,0.38088763364939543,0.7245326963883653,0.725072050044822,0.725072050044822,0.725072050044822
2,0.38088763364939543,0.7245326963883653,0.7446587289828045,0.733658996015811,0.7446587289828045
3,0.38088763364939543,0.7245326963883653,0.752272270131629,0.745121434294118,0.752272269529199
4,0.38088763364939543,0.7245326963883653,0.755451957361426,0.747106635435106,0.7554519569761413
5,0.38088763364939543,0.7245326963883653,0.757557676910911,0.7508193001206276,0.7575576770954657
6,0.38088763364939543,0.7245326963883653,0.7592776312560694,0.7526527066127321,0.7592776297829394
7,0.38088763364939543,0.7245326963883653,0.7602239343330094,0.7543639290852698,0.7602239358540688
8,0.38088763364939543,0.7245326963883653,0.7610728141104207,0.7549073010751504,0.7610728135435167
9,0.38088763364939543,0.7245326963883653,0.7615480832332949,0.7560190625490322,0.7615480831892406
10,0.38088763364939543,0.7245326963883653,0.7618685118924119,0.756459805241821,0.7618685120796322
11,0.38088763364939543,0.7245326963883653,0.7624161115177489,0.757273966344412,0.7624161107978363
12,0.38088763364939543,0.7245326963883653,0.7630962850796107,0.7576794273613254,0.7630962851969622
13,0.38088763364939543,0.7245326963883653,0.7634211639139111,0.7581419555223023,0.7634211618629813
14,0.38088763364939543,0.7245326963883653,0.7636785636604057,0.7585660542841889,0.7636785617956124
15,0.38088763364939543,0.7245326963883653,0.7637075876719477,0.7588439009780539,0.7637075882659423
16,0.38088763364939543,0.7245326963883653,0.7637850669109907,0.7586920868702955,0.763785069248663
17,0.38088763364939543,0.7245326963883653,0.7639191521106816,0.7589754493084994,0.7639191528575316
18,0.38088763364939543,0.7245326963883653,0.7640861375148719,0.7591110557214368,0.7640861396550238
19,0.38088763364939543,0.7245326963883653,0.7641256867083035,0.7594149508156591,0.7641256876116482
20,0.38088763364939543,0.7245326963883653,0.7643026752337128,0.759421888202829,0.7631164487374872
20,0.38088763364939543,0.7245326963883653,0.7643026752337128,0.759421888202829,0.7631164487374872
21,0.38088763364939543,0.7245326963883653,0.7644545919691806,0.7597626444623858,0.763306011849494
22,0.38088763364939543,0.7245326963883653,0.7644799514581165,0.7597492013403053,0.7633456802985079
23,0.38088763364939543,0.7245326963883653,0.7645749597924546,0.7600676817303961,0.7634834880825458
24,0.38088763364939543,0.7245326963883653,0.7646207024726649,0.7599104450978488,0.7635291100171675
25,0.38088763364939543,0.7245326963883653,0.7646256693656984,0.7599783997148402,0.763555061091498
26,0.38088763364939543,0.7245326963883653,0.7648195075998216,0.7603742488903544,0.7637692503619765
27,0.38088763364939543,0.7245326963883653,0.7648814706341425,0.7606307510625638,0.7638518204623825
28,0.38088763364939543,0.7245326963883653,0.7649338001594123,0.760537562019299,0.7639295346057148
29,0.38088763364939543,0.7245326963883653,0.7650266001565854,0.7606616281104213,0.7640299154215529
30,0.38088763364939543,0.7245326963883653,0.7650656835825909,0.7606791109246116,0.7640869874842606
