k,noisy,prediction,overlap_mean,overlap_median
1,0.22982167856742797,0.8293067469151647,0.825087060648181,0.825087060648181
2,0.2318284255696413,0.8253124094851909,0.8562619754717175,0.8405771298155165
3,0.23255050543095873,0.8294511721896313,0.8687883486683949,0.8614208182271401
4,0.2333845462219704,0.8297722822250883,0.8735542354427314,0.864235925772953
5,0.2327558439159224,0.8254175325234917,0.8761511189593838,0.8693972252853079
6,0.23265474823415694,0.8331806752120304,0.8756249784220193,0.8689532313026593
7,0.23312889564398526,0.8289831412750983,0.876480292218014,0.8712452862382671
8,0.2315072188101471,0.830781283341776,0.877631312238734,0.8727679918840716
9,0.23238561747274508,0.827923181441956,0.8812684467647126,0.8766458138956804
10,0.23155316572417198,0.8334807762465213,0.8831550310087668,0.8786152409695369
11,0.2343361409683693,0.8345950100547509,0.8790178366764949,0.8753067768951567
12,0.23276261414738506,0.8275517139722031,0.8795558886185841,0.8758458168719586
13,0.23220692905722431,0.8301985081478345,0.8808514032872513,0.8782465423952199
14,0.2325812567189263,0.8242220148067978,0.8834908105821898,0.880075324521733
15,0.2307520935544955,0.8288101811448176,0.8799725309370476,0.8774202754275371
16,0.23080763572550764,0.8297588935005948,0.8791586442576823,0.8766190180753917
17,0.23347432675636196,0.8309836723865736,0.8841686015322184,0.8816014462784673
18,0.23253935934390596,0.8227529750471158,0.885460861425903,0.8828268979924294
19,0.23147968830047694,0.8303321402852677,0.8828517494884173,0.8805393659625589
20,0.23255852030629112,0.8274002737750841,0.8822915153472523,0.8799871917914018
21,0.2317434121586021,0.8274279693802439,0.8821289256355058,0.8798416962102715
22,0.2308155753908912,0.8270730056001192,0.881847142648282,0.8793800815299777
23,0.23207794806941887,0.8229698936191291,0.8828963022241154,0.8810437896548552
24,0.23206617598497362,0.8282621915841557,0.882080811876892,0.8799878451181044
25,0.23268950931751972,0.8287377718637629,0.8855010956449442,0.8836829312218902
26,0.233450965178176,0.8247890910097204,0.8871493658030671,0.884777051344875
27,0.23387796282228485,0.8283478145281368,0.885517921596664,0.8839613126519071
28,0.23064251614743492,0.8283170741780285,0.8846288076934055,0.8831195595777753
29,0.2329818111210901,0.8245975169937817,0.8848573896717046,0.8832902342238496
30,0.23227170314826598,0.8317629505269714,0.8839825642561322,0.8822334964246382
