k,noisy,prediction,overlap_mean,overlap_median
1,0.44434584424718954,0.7185371169426088,0.7186421252857774,0.7186421252857774
2,0.4435250626728743,0.720441097971258,0.7414469876649668,0.7195942940704869
3,0.44409300505169824,0.715678043203795,0.749220986637185,0.7411805349933284
4,0.4448326997711702,0.7205177029972362,0.7555547348873147,0.7425253663821271
5,0.44466788692808773,0.7168822229444893,0.757406128232988,0.7500525304552192
6,0.4448927752960537,0.7212558816431426,0.7564584978813025,0.7460631772750143
7,0.4462192802136333,0.7188974087694511,0.757672142029445,0.7506978079224348
8,0.4449027050275208,0.722302780886333,0.7620743162938625,0.7537079612588823
9,0.4439070258376238,0.7194525032261847,0.7565876585786505,0.7505201378015686
10,0.44672737434251986,0.7219650033930793,0.7619232378992408,0.7539928050953999
11,0.44593095930449467,0.7177436699670617,0.7622158393319959,0.7565006750988756
12,0.4464774461777209,0.7233798338658596,0.7653135683390342,0.7580862228457117
13,0.44543670113504064,0.7241930363967283,0.7629921879002858,0.7577066514985136
14,0.44578427864326664,0.7135067288314118,0.7640956294307935,0.7570429186846637
15,0.4451894925319198,0.7179870658050724,0.7653458346180181,0.759691123414758
16,0.44329866223213765,0.7215895402285787,0.7657808754551003,0.7595436309218316
17,0.4471626528786413,0.7173057130633902,0.764555653612665,0.7594674592847923
18,0.4458082030074171,0.7208845460975907,0.7629476473878688,0.756614334125492
19,0.4458409339190903,0.7211904768201255,0.7644019571690547,0.7592906977604318
20,0.4446009991823536,0.7194254902787495,0.7624785083776923,0.7569565073458608
21,0.4453947958201034,0.7228660867048383,0.7626128151169462,0.7581884514108089
22,0.4453898796759121,0.7182575041500395,0.7644610556887617,0.7591816092414017
23,0.4436962198221912,0.7230250760907835,0.7629654341780435,0.7581656722386498
24,0.44514111730017913,0.7185061182001978,0.7659531121430652,0.760218467472307
25,0.4456336711277113,0.7161201689974286,0.769275624170951,0.764818799044076
26,0.44483003399637755,0.7198667946795639,0.7639075951909323,0.7579979289979547
27,0.44573759890596526,0.7175104198543591,0.7663827769883301,0.7618739605734122
28,0.4453466235462925,0.7248327299193359,0.7652795829185925,0.7598044703241389
29,0.4453255638210117,0.7204507264229786,0.7658173052398141,0.760817890737262
30,0.44603548995713227,0.7145855220979078,0.7637949499322902,0.7583228851090543
