k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,20.190924185930413,21.093439323677273,21.049867163792236,21.049867163792236,21.049867163792236
2,20.184400405853044,21.138474835533213,21.281074258084555,21.281074258186962,21.281074258084555
3,20.170959919979975,21.16080902568621,21.265999753311267,21.25162688888441,21.265999753311267
4,20.168924335771724,21.02683803040099,21.26944595771542,21.26017076190201,21.26944595771542
5,20.210677831781595,21.076237415214067,21.294288956192837,21.26674060283447,21.294288956192837
6,20.141081169982872,21.129392815534885,21.349311382141657,21.333645632662662,21.349311382141657
7,20.17264125353399,21.12399137017868,21.314927219603796,21.297219277079794,21.314927219603796
8,20.16835609296603,21.10688726692373,21.374550835705403,21.373346415488996,21.376264440436863
9,20.229187331148232,21.149112878643056,21.34987119195565,21.349110335155114,21.346935810931353
10,20.185407198909164,21.133673747187267,21.32530608539735,21.32468862898831,21.32821566503185
11,20.170580797743188,21.097393139247494,21.311622105269343,21.310081855198174,21.310208062969544
12,20.14577823447199,21.087120885745914,21.341605179162496,21.339231790112535,21.341800121187163
13,20.174143007918985,21.07095932141719,21.308272628637525,21.294910004827972,21.309954573694554
14,20.16982011222599,21.09453834618901,21.292104675015892,21.28352192733301,21.29075870534146
15,20.201526332804068,21.115787977289425,21.359564203283874,21.34715704514576,21.35972459660907
16,20.2024990717527,21.095101524733998,21.381651666874827,21.3755651467304,21.381605032686547
17,20.219004987816763,21.09468459742297,21.311998110895267,21.306861015420957,21.312701513929664
18,20.162939420385495,21.04743869507166,21.312423724629483,21.306235767171216,21.311512873439558
19,20.174141799204914,20.993066612667963,21.273107316331057,21.259655494241024,21.270917882956333
20,20.198479405729415,21.094554079292056,21.327517911230466,21.32203315188871,21.327722367450384
21,20.171002546951215,21.096106944313647,21.29122610226849,21.29271507733899,21.292966220369394
22,20.178898499626463,21.093642603675544,21.353101670941136,21.35372854103791,21.35347171639417
23,20.197548721006218,21.07127399405514,21.309905058290926,21.310136840811616,21.311250361916912
24,20.15442072573565,21.16418029947749,21.33472074754171,21.33952829805125,21.33697668883098
25,20.147848464289822,21.15118452344898,21.403482302272415,21.39764402772633,21.404774185052688
26,20.16006159381893,21.03237968541613,21.286295473387767,21.280613290943453,21.285658509030633
27,20.201529316009402,21.133330122777714,21.359415646619233,21.355186216049656,21.359553953857905
28,20.199754717250137,21.114686453546447,21.397012499058814,21.389213755878092,21.397673510210524
29,20.191688014035254,21.114156534836116,21.311737915017556,21.31647402447725,21.31245127231134
30,20.138378909300442,21.0962486086509,21.36220234380538,21.35987416254971,21.363121087013784
