k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,0.258050269181479,0.7441451500186542,0.7454649996727821,0.7454649996727821,0.7454649996727821
2,0.2570587788508495,0.7451268725213354,0.7706794091990391,0.7706794091836952,0.7706794091990391
3,0.258515616118435,0.7449145161696704,0.7807853266210097,0.7728550170830323,0.7807853266210097
4,0.25849785220052784,0.7440909486810167,0.7852521584819929,0.7816794571075723,0.7852521584819929
5,0.26184109234414243,0.7514055502591119,0.7906544863394918,0.7839018163738899,0.7906544863394918
6,0.2580652170645954,0.7443461423073798,0.7880846051474272,0.7843028318208559,0.7880846051474272
7,0.25885396222431,0.7491347383902931,0.7937686282407409,0.7885380167588304,0.7937686282407409
8,0.25726627073570646,0.7425783492025038,0.7899520941974881,0.7864971882416999,0.7891446661486385
9,0.2598359886824267,0.7429193088817067,0.7929144955593803,0.7882709707361898,0.7922650669814086
10,0.25868156616157245,0.7484899102163799,0.7939285675973012,0.7900078510024837,0.7930247531779565
11,0.25860004211612314,0.7442656447050116,0.7930616714458133,0.7884150467935512,0.7922935964761393
12,0.2576519738668731,0.7446135643352422,0.7958247196094083,0.7923245816871662,0.7951631310512044
13,0.2579421230185133,0.7493562051271154,0.796360145841599,0.7926910152873768,0.7957911151541539
14,0.2572446565901131,0.7476777492367708,0.7945766976581848,0.7913049533880292,0.793960275023477
15,0.25759816174014016,0.748320652589824,0.7952702014490518,0.791950912571726,0.7947893565895962
16,0.2586521541028229,0.7414262195033037,0.7961100675105294,0.7928818517056314,0.7955716398180694
17,0.2581285964807588,0.7498317089942251,0.7960964545414757,0.7926714091124777,0.7951217142311162
18,0.25661901737062515,0.745348308598389,0.795596739199715,0.7925811700389206,0.7946194618344607
19,0.25838535774808963,0.7436611090723995,0.7973171831894252,0.7938528752649175,0.7962339130259032
20,0.2566166130474971,0.7443159386664124,0.7965117061859759,0.793156936861231,0.795579918375582
21,0.2593695629968175,0.7409272091887468,0.7937064244332096,0.7907888052956504,0.7930380042813633
22,0.2578868073302944,0.7451710711033321,0.7965043431833735,0.7935703046209294,0.7955927083687785
23,0.26032472141492247,0.7467579809055426,0.7969722145362734,0.7939438010391789,0.796291687969409
24,0.2560896589032653,0.7423000622632169,0.7969213028679307,0.7945837742138764,0.7964340121157655
25,0.2583817258603216,0.7489617987527242,0.797562721377274,0.7951926502466826,0.7969438257750224
26,0.2570326298297253,0.7458580066576397,0.7975341387923016,0.7949160877469233,0.7969089340336417
27,0.25691214154942116,0.7496136945482689,0.7963645962161338,0.7932383571986306,0.795534975098783
28,0.2595507291272396,0.748972759649126,0.7991057966271957,0.7965627462393816,0.7984121065785474
29,0.25762422534776136,0.7463710286019696,0.7975011729074437,0.79416323718815,0.7966560965697361
30,0.25819759770882406,0.7481898879926686,0.7997118842702567,0.7967977081414787,0.7990027959181714
