k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,0.6113946711733917,0.6708809503228588,0.6674976669407761,0.6674976669407761,0.6674976669407761
2,0.6113386227268959,0.6722178479976536,0.6850387491699129,0.6850387491125705,0.6850387491699129
3,0.6106663126046719,0.6681430367280231,0.6921590352849805,0.6837054021784024,0.6921590352849805
4,0.6092033435845174,0.6690989632384615,0.6972346433824478,0.6918653752761458,0.6972346433824478
5,0.6109906764676949,0.668159380901558,0.699840498846019,0.6910221951704066,0.699840498846019
6,0.6130796507618981,0.6709983894645618,0.7036064783445066,0.6966456433975238,0.7036064783445066
7,0.611783028442555,0.6746536996953085,0.7022973862818856,0.6930943991401539,0.7022973862818856
8,0.6106096108623317,0.6674428737330877,0.7013888709686619,0.6931024905636669,0.697191917815314
9,0.6115024267291436,0.6701035112013378,0.703843574485769,0.6953277233521473,0.7002023745376127
10,0.6110467945179844,0.6729118301297143,0.7003531720796173,0.6924632532059996,0.6969203219322653
11,0.6109688799013229,0.6638276828439147,0.7005153773655798,0.6915349723983747,0.6969195867985225
12,0.6102081288865704,0.6754475078096519,0.7082911937363692,0.7000288891804846,0.7050716264492719
13,0.6108772610042492,0.6757181902797138,0.7034644580492926,0.6945925784718087,0.7002858791508201
14,0.6131613038324086,0.6723924286283995,0.7037574314340427,0.6953960503869293,0.7007350619944008
15,0.6109938162450935,0.6752502610247763,0.7106490789693803,0.7014842050360828,0.7076606918100686
16,0.6119556940640439,0.6717224782196886,0.7054447327978556,0.6971523461236684,0.7026600356642254
17,0.6118708681056164,0.6656384884840663,0.7065042344130953,0.6981760657045184,0.7022720344873351
18,0.6109604423604263,0.6703838428063452,0.7106708895947039,0.7025206083013434,0.7065576877965222
19,0.611721153314507,0.6736383309878211,0.7057288710936264,0.6975288303241125,0.7016714134813891
20,0.6138205648927555,0.6696369238392562,0.7065947018161693,0.6979353351881216,0.7025051068812722
21,0.6102991985847848,0.6687906026736636,0.7061010706604819,0.69732389443497,0.7022122935739119
22,0.6107677378187953,0.6653759289467875,0.7021846788487583,0.694010016162966,0.6984362734549799
23,0.611431787110249,0.6710911306542287,0.7098335302873483,0.7012217961317116,0.7061835296087774
24,0.6146690398332009,0.6767988946652743,0.7135212159579557,0.7054632893777271,0.7100419759580137
25,0.6136982787673969,0.6741081852379511,0.7093362971310555,0.7008970955804047,0.7057155805286425
26,0.6131564793049282,0.6724601918849442,0.7087010502617981,0.7006822627159116,0.7053263375783853
27,0.6127068451262385,0.6733483982100021,0.7061177298866843,0.6975959313072372,0.7026227850212878
28,0.6095985583990928,0.6698078338226023,0.7052921871607092,0.6971169396660797,0.7020371190576719
29,0.6105502589310289,0.6737149777667768,0.7076286390619145,0.6988866941689637,0.7043076573075071
30,0.6108609770163403,0.6720817665027552,0.7098570703823037,0.7016760390787345,0.7067176202630815
