k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,20.149720448558632,20.516273482251897,20.487043917472697,20.487043917472697,20.487043917472697
2,20.178892622291066,20.45386636889702,20.603496878993433,20.60349687887705,20.603496878993433
3,20.21994996051013,20.589095986340702,20.694140187606468,20.652863822298947,20.694140187606468
4,20.164471039459713,20.471144765557998,20.646340142435445,20.63344993806977,20.646340142435445
5,20.14739219478723,20.42846649343818,20.668396007698533,20.643896029697864,20.668396007698533
6,20.15831396776794,20.480554637608343,20.677533891613468,20.655569946288594,20.677533891613468
7,20.17802033172794,20.537179214821805,20.659569875043,20.63069857978897,20.659569875043
8,20.167680815989417,20.53148987921755,20.682762795937897,20.66812117611386,20.675903289901516
9,20.189287092392156,20.530258025697854,20.722294294221776,20.686630120988596,20.71121006504142
10,20.166396788827296,20.493800009276647,20.708286980078793,20.688996244610873,20.70293336536806
11,20.210677831781595,20.479855726553954,20.660316891966055,20.643005279444523,20.65395519671074
12,20.208837850580572,20.50146310157165,20.73446424146902,20.723511877538286,20.73263938436797
13,20.17318409164052,20.49852667915176,20.691206935016382,20.67569479435029,20.68611580790388
14,20.126292859633928,20.483434552125196,20.682148101250082,20.661116964760133,20.677888360147687
15,20.208528574115018,20.460125539435452,20.71599561236146,20.696151137832345,20.71116729237947
16,20.14966688732562,20.442105213156182,20.715199281381214,20.69945896040398,20.71118174906674
17,20.138615343893136,20.453153137921504,20.650683556452186,20.63569789079449,20.646316903476418
18,20.16661481300354,20.43484716662306,20.704572538030494,20.691409067600148,20.69782460048676
19,20.194930777521968,20.398362560462367,20.649291428084364,20.632021679664824,20.642205369655024
20,20.179648733599254,20.403013889759613,20.654934987005756,20.64750687511203,20.65184832362235
21,20.150534571652578,20.493357302243137,20.697228538115098,20.68297886883943,20.69111819150869
22,20.21267354732633,20.469152607050766,20.679258631989477,20.66792892023124,20.67350960822712
23,20.17337255407228,20.49677020214833,20.688981246682946,20.667822367565417,20.685499088250218
24,20.14577823447199,20.480253012544942,20.705080696465377,20.6908702652808,20.6987195990456
25,20.16843036754681,20.514051494837567,20.764109132786437,20.74606045510764,20.760624008338475
26,20.189675846626756,20.45737055074694,20.66703043466149,20.651483849943737,20.66133384382197
27,20.185344508066297,20.46250680343786,20.68750789760401,20.671601115231873,20.683363854155814
28,20.125002574618613,20.438119823247263,20.678760918029752,20.66373223106575,20.676084001071352
29,20.17005420510076,20.476162982789173,20.724099758233248,20.70483016889594,20.718468705439072
30,20.145909467708925,20.54109917173848,20.710626689947006,20.695830464807486,20.70579854742476
