k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,0.21593503810661568,0.8408626659307936,0.8392395608757871,0.8392395608757871,0.8392395608757871
2,0.21628781849010312,0.841412129103544,0.8654237042696314,0.8654237042551349,0.8654237042696314
3,0.21558755665058016,0.8433574745085658,0.873963206227484,0.8673198926278292,0.873963206227484
4,0.2149228225135921,0.8388387037560254,0.8787862446748413,0.8761807674025528,0.8787862446748413
5,0.21396853432373783,0.8390583597601229,0.8820997341681975,0.8757940550060385,0.8820997341681975
6,0.2163180461015912,0.8401850132683039,0.8837527847755209,0.8804584342172975,0.8837527847755209
7,0.2167546057355843,0.8426324537845492,0.8856911515916548,0.8813471839795879,0.8856911515916548
8,0.2171242579645583,0.8407579221349498,0.888417745156906,0.8856098753343282,0.8881103376825529
9,0.21601555406254855,0.84351809793322,0.8866881370200682,0.8831009652983371,0.8867302198602252
10,0.21783288249529018,0.8423272484075973,0.8877871061578714,0.8856404536755239,0.887910644557872
11,0.2160810048277576,0.8379194731180285,0.8855194670071503,0.882770840296822,0.8856939284157632
12,0.21666725305163295,0.8372985811942203,0.8880497278869997,0.8859622736502728,0.8881094864163026
13,0.21523024055749013,0.8411727976523277,0.8869036898507059,0.8842416605973149,0.8870523874830056
14,0.2147816211166437,0.8422113773230486,0.8888243297892682,0.8869770626206749,0.8889714406761602
15,0.21661245471467216,0.8410981620682142,0.8881060022599427,0.8854706778322797,0.8880446931795034
16,0.21545044975493463,0.8387996555588273,0.8905646526483421,0.8888959125220552,0.8906498449604349
17,0.21534837365783904,0.8418524587711534,0.8906830603267485,0.8890723682903393,0.8909932593991847
18,0.21480040295611202,0.8369858672746971,0.8890626204866829,0.8876333404182247,0.8891701505596205
19,0.21545460965023347,0.8364754909853808,0.8895887247062384,0.8878068085113596,0.8896402588252208
20,0.21482931978265626,0.8367081734908527,0.8898854960034935,0.8883849647427889,0.8900879293988168
21,0.21707881215201968,0.8378202669986176,0.8895627612817634,0.8879690504154991,0.8897445818389305
22,0.21708284983510465,0.8430094556119807,0.8911213772958736,0.889883463527098,0.8913181170328898
23,0.21489189571122674,0.8445446209049355,0.8910894363538184,0.8893689972065018,0.8910306952651373
24,0.2151383641037461,0.8395606516348924,0.887578300286169,0.8866086594983921,0.8878257120249158
25,0.2155485068257231,0.8366011452646558,0.8903942851070198,0.8890145188740689,0.890550947374218
26,0.2152800057796019,0.8387379079126862,0.8902307957907589,0.8890638376412776,0.8903600243180366
27,0.21505195669373453,0.8381087182052991,0.8892890227817992,0.8880451316618443,0.8893598935905468
28,0.21565324924806029,0.8406495256419118,0.8897973455729439,0.8887840719588158,0.8899108955752661
29,0.21522587313983277,0.8426781014518967,0.8923847681216946,0.891114979224197,0.8924577767984664
30,0.21486610744952314,0.8393622464546026,0.8891855498880428,0.888098405872169,0.8893344814693767
