k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,20.171133496473992,21.976637403010965,21.99238917517929,21.99238917517929,21.99238917517929
2,20.176707037793783,22.006072398575338,22.2168323203989,22.216832320390036,22.2168323203989
3,20.160684866313574,21.998753872529743,22.26636422296154,22.21718327772576,22.26636422296154
4,20.169258199243163,21.99602086281264,22.31782049143622,22.29243720501689,22.31782049143622
5,20.17909875748399,22.013643199354647,22.34890272196271,22.304685851880677,22.34890272196271
6,20.17764042572785,22.003117326332074,22.33980614222053,22.31662073816565,22.33980614222053
7,20.1563453471691,21.969786478065274,22.327095524283894,22.295469061712993,22.327095524283894
8,20.15396773135666,21.991531794967912,22.353267081540892,22.33403219214438,22.348022477302926
9,20.162658951806044,21.991006304193697,22.35445660766142,22.324574993900857,22.34878863399329
10,20.16711809267577,22.020047538993282,22.403710742375306,22.382507325818374,22.39944473450048
11,20.174835972655774,21.99648908123646,22.379771436453222,22.356607381478767,22.376001191661345
12,20.17141665394022,21.99408799646122,22.37064776003922,22.352329990163813,22.36665182738458
13,20.167174963175704,21.987866781075944,22.35751906292446,22.33657601344286,22.354013713834057
14,20.176420589640514,21.97631706371616,22.381254961422062,22.363757289590065,22.379024999254973
15,20.180634036913197,21.979681280080854,22.387940288751693,22.36820289129694,22.38575518551515
16,20.175859233190007,22.002300228955182,22.38750318367656,22.369987494257135,22.38549750900816
17,20.161766147544583,21.97506393943757,22.363160363348197,22.345313390999685,22.35907473278781
18,20.169140969724534,21.974901632203373,22.377641759480568,22.365498015700318,22.37465947093611
19,20.173910643467266,21.993058903390207,22.381432041420254,22.363644137999525,22.37800182092719
20,20.167172638508696,22.00426856184894,22.368608593296624,22.354953949493826,22.365730116069443
