k,noisy,prediction,overlap_mean,overlap_median
1,20.175989438256178,18.47220541939301,18.479030231176424,18.479030231176424
2,20.16934256990773,18.513755741818812,18.54287451449313,17.880763898269908
3,20.156367435216396,18.53703429622023,18.562107765948777,18.546565448437732
4,20.168754596468702,18.45267356946533,18.570235920982693,18.228610978433014
5,20.19088868594283,18.45500716062333,18.569152610011976,18.55867136206865
6,20.188719981977286,18.523856946163978,18.61488775545928,18.39103355502823
7,20.166558038705553,18.45585316780294,18.566140441526326,18.556523851697673
8,20.18544482982833,18.514824756687158,18.60295656497626,18.427852555267087
9,20.18090226092155,18.48263795462674,18.612651533282406,18.60638189752418
10,20.152337684333858,18.502037983069016,18.599280375609382,18.461199097516612
11,20.157694202775897,18.51737238469155,18.578600229091048,18.572036585918646
12,20.16756754219486,18.45735299690405,18.60354648034647,18.485066348827356
13,20.183926831862415,18.43651163656609,18.607980782819276,18.597400193847836
14,20.155724354975703,18.48308098652709,18.58222426360196,18.483209813008617
15,20.166813478178796,18.477717256661816,18.622204990428614,18.619704391739507
16,20.15048172562892,18.476152038383994,18.633100233098713,18.541877715589187
17,20.17976771844517,18.51799000591467,18.6059085529378,18.602588820535463
18,20.18433695771325,18.486637241650406,18.630656990797238,18.547581613024995
19,20.167557727500004,18.436665510794903,18.60885191040572,18.608904651429356
20,20.160177154042593,18.497357067170267,18.638326519511054,18.56688275044211
21,20.196145759450577,18.43113456170569,18.61537639533976,18.617867327944644
22,20.149083888919847,18.45715448488225,18.629305115068014,18.565079049311688
23,20.193641403037503,18.467843979498912,18.586868820589903,18.587004296183373
24,20.199444186444126,18.5399084310015,18.586038921650896,18.525900578421926
25,20.195100806080994,18.432767049142463,18.612935342105345,18.609538037550973
26,20.193024021422026,18.474116253616195,18.61380454461084,18.55819819358542
27,20.198503510386004,18.42766102686863,18.609328523414597,18.607243599424436
28,20.161409203262657,18.529535270246807,18.549065390391746,18.492668411339128
29,20.170554253540125,18.437573795867756,18.589229118271803,18.59563422554263
30,20.168279325642157,18.476203578317925,18.613811079246172,18.562685461401426
