k,noisy,prediction,overlap_mean,overlap_median
1,20.179110892065232,21.39251588230463,21.455229185103036,21.455229185103036
2,20.185239159641707,21.46590034622993,21.534201844638492,20.826954712724227
3,20.192699092789148,21.501276536077096,21.582451980863283,21.55710306179045
4,20.170133178195382,21.423069663039964,21.62486175782763,21.21984761893794
5,20.17208840686276,21.39127077704698,21.636871518289254,21.610821360180005
6,20.141081169982872,21.399587957287352,21.635169519085263,21.385121712944294
7,20.160323443181227,21.503192210995408,21.626478650620093,21.6119399006201
8,20.20560446229633,21.49168771743895,21.603958207286947,21.389944049342034
9,20.193052725503197,21.47369835824817,21.659490103474162,21.646642105222973
10,20.203964078714964,21.412810490729335,21.581875905056357,21.4190491691295
11,20.1851176191406,21.48386566415699,21.66354716241137,21.64863445151107
12,20.18568218734794,21.43993809221792,21.69006793628477,21.559886878261793
13,20.178911445928062,21.39338914940522,21.697930870200743,21.689454233888682
14,20.189675846626756,21.391396199719928,21.68090198432608,21.562442685978404
15,20.157154268756884,21.45104276658749,21.620551059757407,21.60603799361496
16,20.172270930975905,21.325081462300393,21.642263441632355,21.538776261697542
17,20.164373228214288,21.520526956512896,21.683362587314136,21.678244711289516
18,20.14988731626947,21.408239509754505,21.636628345900775,21.542454580657925
19,20.191437003517187,21.464893611772386,21.61132157649005,21.60594249957952
20,20.16698109558814,21.38026306162249,21.655604453671756,21.566111426313125
21,20.163336053622576,21.517378709430876,21.685063193221595,21.67700402087075
22,20.182580948057783,21.350757112611998,21.616261765050538,21.534684827597413
23,20.183796022243182,21.415789230555895,21.674232465378758,21.665111303941096
24,20.14717483905403,21.46022457233057,21.70921043911566,21.654748607218966
25,20.16738315609623,21.426312739667157,21.710889747208306,21.707917955644547
26,20.168708408264862,21.38499611956994,21.656649125711436,21.602883367630614
27,20.155020765906933,21.455144210133057,21.646048624921853,21.643561604311333
28,20.18861943981691,21.505755992815786,21.708179147256608,21.64447105577798
29,20.169081147917716,21.384099111473294,21.6816724215429,21.679100764447227
30,20.16425052073791,21.388218119849824,21.659934688009123,21.609018662265356
