k,noisy,prediction,overlap_mean,overlap_median
1,0.24215291332516353,0.7219069210218007,0.7240096276383479,0.7240096276383479
2,0.24362165064585237,0.7249455740069807,0.7479515987938656,0.7330197058857024
3,0.24486419240527985,0.7216040679168308,0.7628847065488121,0.7543732460985202
4,0.24287530937132593,0.7240393243509416,0.7596291408665258,0.7512202252207983
5,0.24473035194775697,0.726359446863959,0.7645095571274606,0.7578614681119259
6,0.24258724884548277,0.7242116163640345,0.7654247945999996,0.7580017446513948
7,0.24162166276829242,0.725533326368831,0.7663529414428043,0.7608721296778584
8,0.24313075672845647,0.7249463942177774,0.7701826962346737,0.7644134824647151
9,0.2435667834745119,0.7250142045426909,0.7723769281838249,0.7665983187716986
10,0.24238850643906423,0.7251894153670431,0.771886209004302,0.7663979512695253
11,0.2434152316364048,0.7237275653561841,0.7690211759313005,0.7640671134101904
12,0.243426586863873,0.7307527875946612,0.7703501663425801,0.7647704777306369
13,0.24269105757214868,0.7278714248087386,0.7706599731111974,0.7659673350078924
14,0.24303988048689873,0.7255504904306304,0.7728782647107175,0.7684600795658069
15,0.24646390720660402,0.7218183917453249,0.7743820102508917,0.7697711136256031
16,0.24310482048464366,0.7241520244324047,0.7740531820331374,0.7695767519070401
17,0.24154595195931963,0.7262202506717664,0.7737600206910903,0.7693064150293032
18,0.24244220974408243,0.726441257799357,0.7715838676209988,0.7670889801255544
19,0.2422221671966744,0.7246306827156026,0.7695612392276152,0.7657766355013276
20,0.2443016242711657,0.7266889118268188,0.7724522615453684,0.7680346604859706
21,0.24395321539530176,0.7230036656597845,0.7742050640740825,0.7705477019550427
22,0.24209439289002704,0.726889144787691,0.7745607530233845,0.7707344919999961
23,0.2423790902442314,0.7219143436589572,0.7703658909599076,0.7663192538221987
24,0.24114545099863535,0.7241752492893492,0.7704160652529478,0.7663996844312955
25,0.24364277757058278,0.7235912195375466,0.7748580402792653,0.7710081147033417
26,0.24057595304173254,0.7299884461808581,0.7695315865944892,0.7657303280628558
27,0.2427153150476731,0.7275115637441272,0.7751346362225351,0.7717060223800134
28,0.2416610401801447,0.7251300625652343,0.7763289754248912,0.7724478762567052
29,0.24308939412110078,0.7217125934537947,0.7750546667336108,0.7718132860087896
30,0.2421118849882561,0.7258753472021088,0.7703082202760065,0.7668091878750563
