k,noisy,prediction,overlap_mean,overlap_median
1,20.132245096749998,21.856636101792244,21.846234521953818,21.846234521953818
2,20.161925710256906,21.881250180922592,22.104122545715054,21.327699083047058
3,20.184288571905732,21.91191681293194,22.111848183458527,22.083972831839418
4,20.17273570008417,21.961553719630153,22.163840401020035,21.73706991017154
5,20.14443640799225,21.848640019809835,22.14836309107241,22.1194975570396
6,20.17013835522366,21.887168252827813,22.211162783016523,21.934822912878502
7,20.17208058015497,21.870576513178676,22.229068174164684,22.199125463981247
8,20.149301220411772,21.855269314959788,22.169897343300352,21.933856149697462
9,20.157879252674903,21.854145830231868,22.124544660518456,22.106934147730296
10,20.179366007848813,21.876794084145192,22.20458507494037,22.013938690486082
11,20.192552260100957,21.85378463400738,22.15185007425347,22.14020950489595
12,20.185699185224692,21.913735418528315,22.240798003956193,22.095794692022675
13,20.204499011636795,21.942248144896197,22.16798700495868,22.1492992251687
14,20.19142078530837,21.905108837997005,22.2558339384968,22.13770217651068
15,20.203981541101463,21.881883135326753,22.222261814661493,22.20460720852463
16,20.21137339552687,21.917059438529538,22.212428059276107,22.101896757664335
17,20.1649520327109,21.863525916287042,22.161255638887383,22.15117829267016
18,20.18098766166824,21.87075896256074,22.249622364915908,22.131724006592425
19,20.126286690709225,21.933289365363635,22.167110695322055,22.151431730980327
20,20.200071917072115,21.870826299584984,22.188083788126928,22.088972415211284
21,20.20310656424536,21.79508560191684,22.256766082187113,22.247672394929253
22,20.14824529592324,21.88976205447796,22.191530797661816,22.103731596728743
23,20.170412636324695,21.9005627222691,22.203435629424266,22.190422427696205
24,20.161272578171697,21.820864498537006,22.15703123278281,22.07356379471157
25,20.18752192943345,21.898932328114928,22.23152284946393,22.221580920532446
26,20.19070359735729,21.93711206019181,22.215462340395085,22.137302666369347
27,20.11028894788189,21.903878013624105,22.167851784686846,22.156147857982905
28,20.181985177672097,21.806349595739842,22.2441073251076,22.17354664187912
29,20.183063288597708,21.856680758176196,22.196636615854914,22.18095524366028
30,20.19614301319089,21.857125555458488,22.186137875603503,22.124632027081876
