k,noisy,prediction,overlap_mean,overlap_median
1,20.155405635049732,15.38105905894287,15.38881400158397,15.38881400158397
2,20.18074986285763,15.380880476870205,15.43090126620504,14.992002998850042
3,20.21953000703117,15.41331981132005,15.436268200219336,15.427408516632099
4,20.15700088814284,15.433288315815245,15.453616228384027,15.223439638616696
5,20.163312182750516,15.446187941053264,15.47767453737767,15.47775733860512
6,20.161081071430797,15.401952750842597,15.456746931392491,15.306971094185435
7,20.182530573669656,15.409668778458833,15.443027150485333,15.442375126271823
8,20.154882190018046,15.422960583418114,15.484843721952096,15.369952611962692
9,20.147642028351793,15.392456506824615,15.461406954010862,15.456007113683942
10,20.205619880883333,15.40138584089161,15.477201390633414,15.379392007065606
11,20.181343721065836,15.452176869226367,15.463504599296531,15.465644548769289
12,20.14551164955136,15.423803041947366,15.456752944712564,15.38252912141665
13,20.227817817356488,15.427513410973429,15.456814566424741,15.457914425347127
14,20.170048923341596,15.387834582052015,15.441006015577909,15.370864445909028
15,20.162482095128208,15.390554099174578,15.438938269900564,15.436195295341403
16,20.160497209347277,15.411152431413349,15.4418334695185,15.390849148192313
17,20.220352801386365,15.391836156900375,15.464673261598666,15.462330573346808
18,20.15806815496882,15.397092822046798,15.44818933686977,15.401705830824604
19,20.18244274615288,15.416145097027709,15.469875211166517,15.470427062621948
20,20.154307444788728,15.399309328868252,15.454441236170577,15.404027454640381
21,20.17051814910738,15.392370182864116,15.476554049518306,15.476280010692918
22,20.210861614469163,15.386029709682699,15.46974811482819,15.4302432936057
23,20.189070114101643,15.397984327363158,15.459711539525571,15.454026687255789
24,20.14771316275672,15.434813882648584,15.491561703382526,15.452381136319804
25,20.18101847099727,15.409736399632113,15.473354201990059,15.475086605007352
26,20.158007812579708,15.383253605727173,15.464246210730261,15.430474180375688
27,20.202957477988228,15.37937982951938,15.44660351478756,15.451334598968261
28,20.21699981405288,15.426452090848423,15.499647750487433,15.46787275287215
29,20.180677427577983,15.378400492485437,15.450424720115938,15.451162827884467
30,20.18541376842052,15.384320175945135,15.468062657107051,15.4406633844503
