k,noisy,prediction,overlap_mean,overlap_median
1,0.35872956649463605,0.7846820236000366,0.7863745932070915,0.7863745932070915
2,0.35496322040044576,0.7892743919266995,0.8068061292758216,0.7946503575560941
3,0.3569158000447803,0.7902874661275917,0.8163150505809783,0.8095531208173231
4,0.35549661584757664,0.788918846882295,0.8179037649996564,0.810080120374056
5,0.35581611796564966,0.7888324216435794,0.8208032212444127,0.8152924191683877
6,0.3576733064817212,0.7923128299784638,0.8255547813850171,0.8192403858425308
7,0.3569881078575394,0.78945498851289,0.8225424169159359,0.8173891937126738
8,0.3561494115960182,0.7886352891879801,0.8236788171825677,0.8182285523563253
9,0.35587795346716106,0.7907618040487623,0.8235279509594631,0.81843876824332
10,0.3583114390970661,0.7902072900753025,0.827304247210508,0.8227558407162094
11,0.35585087374899527,0.7893976577061569,0.8258483013811476,0.8211871179352936
12,0.3558013334557406,0.7902132665495658,0.8321219543608293,0.8272436352788387
13,0.3573893605733989,0.7928092851890339,0.830448293700436,0.8261580147613115
14,0.3577981554347456,0.7880047491173415,0.8285355058838093,0.8243876738712563
15,0.3570546776168797,0.7870174963085114,0.8292631671505657,0.8255125457113621
16,0.3558569521769359,0.7888139360441936,0.8310719948121097,0.8269330125513252
17,0.35817981142694266,0.7907829986190279,0.827696794131718,0.8239943708799241
18,0.3581402774688563,0.7893631691761392,0.8293596619361522,0.8252591554832979
19,0.35864817739083354,0.7873792127670122,0.830088808085656,0.826567047157543
20,0.3578656809849008,0.7935438434648999,0.8314407313395497,0.8279092338406125
21,0.3557187233442248,0.7899937908530725,0.8280820940371524,0.8245317357014155
22,0.35691257279489436,0.7886491479582761,0.8291950927284062,0.8251536612373767
23,0.35722829482189566,0.7849696687280469,0.8274705359709896,0.8241649936816143
24,0.3563164806966036,0.7935064703342511,0.830984010421036,0.827616617814476
25,0.35729858279394877,0.79107076656,0.8318632578727528,0.8285423192297404
26,0.35899706080052884,0.7896055819127067,0.828438018102271,0.824816073501749
27,0.3559040617613217,0.7871397615841892,0.8299877355482066,0.8265492621456326
28,0.3540036855010523,0.7849638061697236,0.8301197784893513,0.8267358264875618
29,0.3564035195406546,0.7858773355754947,0.8288950178593406,0.8256071683590619
30,0.35735880606488596,0.78922782043357,0.8338541706677914,0.8304577175189131
